1	0	0	6.89183E-09
0	0.5	0	0.128746628
0	0.5	0.5	0.358323517
0	0.5	1	0.564931264
0	1	0	0.298177284
0	1	0.5	0.661672281
0	1	1	0.982548991
0.5	0.5	0	0.150140645
0.5	0.5	0.5	0.31320076
0.5	0.5	1	0.479375832
0.5	1	0	0.255479985
0.5	1	0.5	0.622879116
0.5	1	1	0.859906988
1	0.5	0	0.172510329
1	0.5	0.5	0.393233098
1	0.5	1	0.570662702
1	1	0	0.321142535
1	1	0.5	0.651275609
1	1	1	0.858353146
