1000	0	6	-0.076685569
800	0.1	6	0.502674227
800	0.1	18	1.535770224
800	0.1	30	2.465505086
800	0.2	6	1.265112176
800	0.2	18	2.900839664
800	0.2	30	4.344784859
900	0.1	6	0.598947305
900	0.1	18	1.332717821
900	0.1	30	2.080505642
900	0.2	6	1.072974333
900	0.2	18	2.726270422
900	0.2	30	3.792895846
1000	0.1	6	0.699610879
1000	0.1	18	1.69286334
1000	0.1	30	2.491296561
1000	0.2	6	1.368455807
1000	0.2	18	2.85405464
1000	0.2	30	3.785903558
